name,agency,location,genres,website
Zach Honey,FinePrint Literary Management,New York,"Crime Fiction, Fiction, Horror, Humor, Literary Fiction, Mystery, Nonfiction, Sports, Thriller",https://fineprintlit.com/zach-honey.html
Samantha Shea,"Georges Borchardt, Inc.",New York,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction",http://gbagency.com
Jordy Albert,The Booker Albert Agency,Philadelphia,"Action & Adventure, Fantasy, Romance, Young Adult, Science Fiction",http://www.thebookeralbertagency.com/
Donya Dickerson,Aevitas Creative Management,New York,"Business Book, Narrative Nonfiction, Nonfiction, Self-Help",https://www.aevitascreative.com/
Amy Bishop-Wycisk,Trellis Literary Management,New York,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports, Diverse Fiction, BIPOC, Feminism",https://www.trellisliterary.com/
Dean Cooke,CookeMcDermid,Toronto,"Fiction, Commercial Fiction, Fantasy, Nonfiction, Narrative Nonfiction, Children's Book, LGBTQ, Literary Fiction, Politics",https://cookemcdermid.com/
Jennifer Joel,Creative Artists Agency,Los Angeles,"Fiction, Nonfiction, Narrative Nonfiction, Children's Book, Memoir, Young Adult",https://www.caa.com/
Amy Collins,Talcott Notch Literary Services,New York,"Fantasy, Science Fiction, Historical Fiction, Narrative Nonfiction, Nonfiction, Fiction",https://talcottnotch.net/
Adria Goetz,KT Literary,Seattle,"Fiction, Graphic Novel, Thriller, Women's Fiction, Children's Book, Middle Grade, Picture Book, Chick Lit, Commercial Fiction, Fantasy, LGBTQ, Romance",http://ktliterary.com/
Angela Scheff,The Christopher Ferebee Agency,Los Angeles,"Nonfiction, Christian, Fiction, Memoir, Narrative Nonfiction, Spirituality",https://www.christopherferebee.com
Jennifer Weis,The Weis Agency,Washington DC,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, Feminism",https://www.theweisagency.com/
Annabel Barker,Annabel Barker Agency,Melbourne,"Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book",http://annabelbarker.com/
Lucienne Diver,The Knight Agency,Atlanta,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Young Adult, Horror, Women's Fiction, Commercial Fiction, Diverse Fiction, Historical Fiction, LGBTQ, Crime Fiction, Humor, New Adult",https://knightagency.net/
Alice Tasman,Jean V. Naggar Literary Agency,New York,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Short Story, Thriller, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction, Middle Grade",http://www.jvnla.com/
Claire Harris,Helm Literary,Toronto,"Fiction, Humor, Mystery, Thriller, Nonfiction, Cookbook, Horror, Romance, Commercial Fiction, Feminism, Politics",https://www.psliterary.com/
Michael Levine,Westwood Creative Artists,Toronto,"Commercial Fiction, Graphic Novel, Literary Fiction, Narrative Nonfiction",https://wcaltd.com/michael-levine/
Dara Kaye,William Morris Endeavor,Washington DC,"Memoir, Nonfiction",https://wmebookdepartment.com/
Marie Lamba,Jennifer DeChiara Literary Agency,New York,"Fiction, Graphic Novel, Memoir, Middle Grade, Narrative Nonfiction, Nonfiction, Women's Fiction, Young Adult",https://www.jdlit.com/marie-lamba
Sylvie Carr,The Carr Agency,San Francisco,"Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction",https://www.the-carr-agency.com/
